EUBWID,label,samplePointID,yearDesignated,yearDedesignated,district,county,country,easting,northing,lat,long,seasonStartDate,seasonFinishDate,pollutionRiskForecasting,appointedSewerageUndertaker,stepChange,stepChangeDate
ukk1302-11760,Cotswold Country Park and Beach,11760,1998,"",Cotswold,"",England,402800,195800,51.6609853223097,-1.96093036014707,2023-05-01,2023-09-30,false,Thames Water Utilities Limited,"",""
ukk2101-19000,Bournemouth Hengistbury West,19000,1988,"","Bournemouth, Christchurch and Poole","",England,416257,90826,50.7168473725383,-1.77109905009598,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2101-19020,Bournemouth Southbourne,19020,2000,"","Bournemouth, Christchurch and Poole","",England,414800,91060,50.7189902745556,-1.79172760753161,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2101-19030,Bournemouth Fisherman`s Walk,19030,1993,"","Bournemouth, Christchurch and Poole","",England,413024,91248,50.7207230391476,-1.81687860164398,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2101-19050,Bournemouth Manor Steps,19050,2018,"","Bournemouth, Christchurch and Poole","",England,411936,91195,50.7202604581267,-1.83228184965642,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2101-19060,Bournemouth Boscombe Pier,19060,1993,"","Bournemouth, Christchurch and Poole","",England,411107,91104,50.7194675079049,-1.84403880813019,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2101-19100,Bournemouth Pier,19100,1988,"","Bournemouth, Christchurch and Poole","",England,408860,90657,50.7154859312908,-1.87587923561023,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2101-19150,Bournemouth Durley Chine,19150,1993,"","Bournemouth, Christchurch and Poole","",England,407951,90387,50.713070870982,-1.88876030554671,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2101-19160,Bournemouth Alum Chine,19160,2000,"","Bournemouth, Christchurch and Poole","",England,407481,90171,50.7111345968441,-1.89542148993552,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2201-17200,Christchurch Bay,17200,1988,"",New Forest,Hampshire,England,423900,92800,50.7343360966257,-1.66271235419981,2023-05-01,2023-09-30,false,Southern Water Services Limited,"",""
ukk2201-18700,Christchurch Highcliffe Castle,18700,1988,"","Bournemouth, Christchurch and Poole","",England,420248,92931,50.7356521656545,-1.71445336233307,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2201-18750,Christchurch Friar`s Cliff,18750,1990,"","Bournemouth, Christchurch and Poole","",England,419194,92528,50.7320637415209,-1.72940964797903,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2201-18800,Christchurch Avon Beach,18800,1988,"","Bournemouth, Christchurch and Poole","",England,418895,92216,50.7292678056844,-1.73366211711726,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2201-18900,Christchurch Mudeford Sandbank East,18900,1988,"","Bournemouth, Christchurch and Poole","",England,418300,91100,50.7192510207495,-1.7421472862786,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2204-19600,Shell Bay North,19600,1988,"",Dorset,"",England,403714,86533,50.6784546277685,-1.94880889880762,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2204-19700,Studland Knoll House,19700,1988,"",Dorset,"",England,403430,83602,50.6520985551084,-1.95285461153164,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2204-19900,Kimmeridge Bay,19900,1988,"",Dorset,"",England,390798,79094,50.6114938804878,-2.13142387605586,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2204-20000,Lulworth Cove,20000,1988,"",Dorset,"",England,382457,79943,50.6189357765588,-2.24934733320746,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2204-20100,Durdle Door East,20100,1988,"",Dorset,"",England,380703,80291,50.6220094769958,-2.27415859053492,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2204-20200,Durdle Door West,20200,1988,"",Dorset,"",England,380493,80285,50.6219484895418,-2.27712684482216,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2205-20970,Hive,20970,2000,"",Dorset,"",England,349016,88762,50.6962649935347,-2.72323664973336,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2205-21000,West Bay (West),21000,1988,"",Dorset,"",England,345974,90430,50.7109881993129,-2.76654773414885,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2205-21100,Eypemouth,21100,1988,"",Dorset,"",England,344685,91013,50.7161089362555,-2.78488967571793,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2205-21200,Seatown,21200,1988,"",Dorset,"",England,341873,91711,50.7221101381266,-2.82482642610957,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2205-21300,Charmouth West,21300,1988,"",Dorset,"",England,336260,93050,50.733560013125,-2.90456429590428,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2205-21400,Lyme Regis Church Cliff Beach,21400,1988,2016,Dorset,"",England,334430,92126,50.7250478024008,-2.9303269563221,2015-05-01,2015-09-30,true,South West Water Limited,"",""
ukk2205-21500,Lyme Regis Front Beach,21500,1988,"",Dorset,"",England,333900,91850,50.7225059921167,-2.93778501225405,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk2206-20300,Ringstead Bay,20300,1988,"",Dorset,"",England,375246,81320,50.6310556486312,-2.35136765080147,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2206-20400,Bowleaze Cove,20400,1988,"",Dorset,"",England,370236,81919,50.6362068663061,-2.42225020608286,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2206-20500,Church Ope Cove,20500,1988,"",Dorset,"",England,369760,71000,50.5379917922919,-2.42808894091769,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2206-20600,Weymouth Lodmoor,20600,1988,"",Dorset,"",England,368820,80780,50.6258900329473,-2.44217637595214,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2206-20700,Weymouth Central,20700,1988,"",Dorset,"",England,368100,79514,50.6144663711725,-2.45224570274321,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2206-20800,Portland Harbour Castle Cove,20800,1988,"",Dorset,"",England,367560,77500,50.5963254620929,-2.45970117413061,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2206-20900,Portland Harbour Sandsfoot Castle,20900,1988,"",Dorset,"",England,367285,77271,50.5942507564001,-2.46356615137405,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2302-35300,Burnham Jetty North,35300,1988,2020,Sedgemoor,Somerset,England,330322,148972,51.2357,-2.9994,2019-05-01,2019-09-30,true,Wessex Water Services Limited,"",""
ukk2302-35500,Berrow North of Unity Farm,35500,1988,"",Sedgemoor,Somerset,England,329114,154114,51.2817458565281,-3.01775519293808,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2302-35600,Brean,35600,1988,"",Sedgemoor,Somerset,England,329600,158500,51.3212379812709,-3.0116549233975,2023-05-01,2023-09-30,false,Wessex Water Services Limited,"",""
ukk2305-35100,Dunster Beach,35100,1988,"",Somerset West and Taunton,"",England,300408,144655,51.1922412977689,-3.426872623804094,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk2305-35200,Blue Anchor West,35200,1988,"",Somerset West and Taunton,"",England,302161,143509,51.1824184866261,-3.40119891207819,2023-05-01,2023-09-30,true,Wessex Water Services Limited,"",""
ukk3101-26520,Kingsand,26520,1998,"",Cornwall,"",England,243570,50500,50.3336128930897,-4.19937582310552,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3101-26530,Cawsand,26530,1998,"",Cornwall,"",England,243420,50200,50.3308770287535,-4.20135718723489,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3101-26560,Tregonhawke,26560,2018,"",Cornwall,"",England,240500,51400,50.3408694024974,-4.24284841768198,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3101-26570,Sharrow,26570,2012,"",Cornwall,"",England,239330,52185,50.3476,-4.2596,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3101-26600,Portwrinkle,26600,1988,"",Cornwall,"",England,235960,53830,50.3614649870999,-4.30766544034371,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3101-26700,Downderry,26700,1988,"",Cornwall,"",England,231470,53920,50.3610043414486,-4.37077575632986,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3101-26800,Seaton (Cornwall),26800,1988,"",Cornwall,"",England,230370,54330,50.3643721667834,-4.38641162405235,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3101-26900,Millendreath,26900,1988,"",Cornwall,"",England,226810,54080,50.3610883752151,-4.43630361658836,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3101-27000,East Looe,27000,1988,"",Cornwall,"",England,225700,53170,50.3525841676456,-4.45147295019057,2023-05-01,2023-09-30,true,South West Water Limited,"Step Change in water quality from 30/04/2015, due to improvements made to Water plc assets.",2015-04-30
ukk3102-28500,Pendower,28500,1988,"",Cornwall,"",England,189750,38120,50.2056700645544,-4.94779756978228,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3102-28550,Porthcurnick,28550,1998,"",Cornwall,"",England,187900,36020,50.1861488307772,-4.97251413001177,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3102-28600,Gyllyngvase,28600,1988,"",Cornwall,"",England,180940,31680,50.1446385955148,-5.06736772446128,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3102-28700,Swanpool,28700,1988,"",Cornwall,"",England,180320,31260,50.1406373490229,-5.07579001240729,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3102-28800,Maenporth,28800,1988,"",Cornwall,"",England,178980,29570,50.1249624436234,-5.09353481382533,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3102-31600,Porthtowan,31600,1988,"",Cornwall,"",England,169127,48092,50.2875216194933,-5.24241622838034,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3102-31650,Chapel Porth,31650,2012,"",Cornwall,"",England,169729,49503,50.3004,-5.2348,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3102-31700,Trevaunance Cove,31700,1988,"",Cornwall,"",England,172220,51620,50.3204028346129,-5.2011963562627,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3102-31900,Perranporth Penhale Sands,31900,1988,"",Cornwall,"",England,175950,55800,50.3593678651711,-5.1513676068956,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3102-32000,Holywell Bay,32000,1988,"",Cornwall,"",England,176520,59400,50.3919113546784,-5.1455057863139,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3103-28900,Porthallow,28900,1988,"",Cornwall,"",England,179740,23260,50.0685773406125,-5.07928041433367,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3103-29000,Porthoustock,29000,1988,"",Cornwall,"",England,180760,21770,50.0555729641758,-5.06419511534881,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3103-29100,Coverack,29100,1988,"",Cornwall,"",England,178260,18400,50.024381672247,-5.09711731719632,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3103-29200,Kennack Sands,29200,1988,"",Cornwall,"",England,173410,16460,50.0051345550698,-5.16357592477975,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3103-29400,Polurrian Cove,29400,1988,"",Cornwall,"",England,166860,18770,50.0233499057156,-5.25623485684049,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3103-29500,Poldhu Cove,29500,1988,"",Cornwall,"",England,166550,19920,50.0335544983364,-5.26125534124518,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3103-29501,Church Cove,29501,2004,"",Cornwall,"",England,166100,20500,50.0385857260958,-5.26788220436883,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3103-29800,Porthleven Sands,29800,1988,"",Cornwall,"",England,162950,25370,50.0810654983874,-5.31481129754882,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3103-29900,Praa Sands East,29900,1988,"",Cornwall,"",England,158470,27600,50.0992826747151,-5.37872709464994,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3103-30000,Praa Sands West,30000,1988,"",Cornwall,"",England,157620,28080,50.1032457805843,-5.39089540088006,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3103-31500,Portreath,31500,1988,"",Cornwall,"",England,165350,45330,50.2612329369265,-5.29363312652798,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-32550,Porthcothan,32550,1992,"",Cornwall,"",England,185720,72060,50.5090318571474,-5.02351046811618,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-32600,Treyarnon Bay,32600,1988,"",Cornwall,"",England,185860,73960,50.5261459739228,-5.02262948465841,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-32700,Constantine Bay,32700,1988,"",Cornwall,"",England,185890,74750,50.533251504212,-5.02266055940275,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-32750,Booby's Bay,32750,2018,"",Cornwall,"",England,185692,75404,50.5390451927447,-5.02581546494883,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-32800,Mother Ivey`s Bay,32800,1988,"",Cornwall,"",England,186450,75940,50.5441430460904,-5.01545210516686,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-32900,Harlyn Bay,32900,1988,"",Cornwall,"",England,187720,75460,50.5402949099934,-4.99727977974794,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33000,Trevone Bay,33000,1988,"",Cornwall,"",England,189150,76010,50.5457518185687,-4.97743858812327,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33100,Rock,33100,1988,2016,Cornwall,"",England,192770,75790,50.5450705751418,-4.92629281273976,2015-05-01,2015-09-30,true,South West Water Limited,"",""
ukk3104-33200,Daymer Bay,33200,1988,"",Cornwall,"",England,192830,77600,50.5613477998629,-4.92645433304806,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-33300,Polzeath,33300,1988,"",Cornwall,"",England,193600,79070,50.5748227877177,-4.91641319696109,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33350,Trebarwith Strand,33350,2002,"",Cornwall,"",England,204850,86450,50.6449814824378,-4.76160973193857,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33360,Crackington Haven,33360,2002,"",St. Gennys,"",England,214270,96900,50.7419364618183,-4.633780918544,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33400,Widemouth Sand,33400,1988,"",Cornwall,"",England,219840,102400,50.7931022337454,-4.55761549184591,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33500,Summerleaze,33500,1988,"",Cornwall,"",England,220380,106620,50.8311807246575,-4.55202825641337,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33600,Crooklets,33600,1988,"",Cornwall,"",England,220260,107140,50.835814903174,-4.55398560359646,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3104-33650,Northcott Mouth,33650,2018,"",Cornwall,"",England,220100,108500,50.8479754597421,-4.55691218098033,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3104-33700,Sandymouth,33700,1988,"",Cornwall,"",England,220160,109940,50.8609376590203,-4.55677993814878,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-30100,Perranuthnoe,30100,1988,"",Cornwall,"",England,153980,29250,50.1122525406346,-5.44245580831161,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-30200,Marazion,30200,1988,"",Cornwall,"",England,151317,30962,50.1265050340743,-5.480736172252,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3105-30300,Long Rock,30300,1988,"",Cornwall,"",England,148650,31070,50.1263574538717,-5.51805830864849,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3105-30400,Penzance,30400,1988,"",Cornwall,"",England,147340,29830,50.1146703148637,-5.53552896653342,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3105-30500,Wherry Town,30500,1988,"",Cornwall,"",England,146643,29224,50.1089269853027,-5.5448462256399,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3105-30600,Porthcurno,30600,1988,"",Cornwall,"",England,138740,22250,50.0429147873402,-5.65039285876609,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-30700,Sennen,30700,1988,"",Cornwall,"",England,135560,26400,50.0787565561387,-5.69757684991096,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-30750,Gwynver,30750,2018,"",Cornwall,"",England,136240,27543,50.0893106134689,-5.68887099641775,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-30800,Porthmeor,30800,1988,"",Cornwall,"",England,151590,40840,50.2153000175372,-5.48338305416661,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-30900,Porthgwidden,30900,1988,"",Cornwall,"",England,152080,41030,50.2172111971261,-5.47665213877545,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31000,Porthminster,31000,1988,"",Cornwall,"",England,152060,40080,50.2086747709166,-5.47631146879273,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31100,Carbis Bay,31100,1988,"",Cornwall,"",England,152820,38940,50.1987589771395,-5.46493862733191,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31200,Porthkidney Sands,31200,1988,"",Cornwall,"",England,154620,38340,50.1941216239555,-5.43937723793687,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31250,Mexico Towans,31250,2018,"",Cornwall,"",England,155770,39060,50.2010542679701,-5.42374749148339,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31300,Hayle Towans,31300,1988,"",Cornwall,"",England,156270,39450,50.2047682940131,-5.41701497977548,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31350,Upton Towans,31350,2018,"",Cornwall,"",England,157332,40563,50.2151901369931,-5.4028607650972,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3105-31400,Gwithian Towans,31400,1988,"",Cornwall,"",England,158180,41950,50.2279961593516,-5.39189088555596,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3105-31450,Godrevy Towans,31450,2018,"",Cornwall,"",England,158194,42479,50.2327443602709,-5.39202170810627,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-27100,Readymoney Cove,27100,1988,"",Cornwall,"",England,211830,51080,50.3295366717995,-4.6451849978973,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27200,Polkerris,27200,1988,"",Cornwall,"",England,209280,52100,50.3378794985352,-4.68148770272917,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27300,Par Sands,27300,1988,"",Cornwall,"",England,208510,53140,50.3469722189893,-4.69282422743833,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27400,Shorthorn Beach,27400,1988,"",Cornwall,"",England,206330,52180,50.3376351846938,-4.72293484370012,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27500,Crinnis Beach,27500,1988,"",Cornwall,"",England,205550,52040,50.3361204799296,-4.73381042662777,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27600,Charlestown,27600,1988,"",Cornwall,"",England,204000,51550,50.3312049763154,-4.75530986762393,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-27700,Duporth,27700,1988,"",Cornwall,"",England,203520,51150,50.3274519056748,-4.7618374566786,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27800,Porthpean,27800,1988,"",Cornwall,"",England,203230,50730,50.323582322786,-4.76568765910925,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-27900,Pentewan,27900,1988,"",Cornwall,"",England,201880,46770,50.2875583923612,-4.78255130253817,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-28000,Polstreath,28000,1988,"",Cornwall,"",England,201710,45310,50.2743864942043,-4.78416897141297,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-28100,Portmellon,28100,1988,"",Cornwall,"",England,201560,43920,50.2618500765446,-4.78554234471881,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-28300,Vault Beach,28300,1988,"",Cornwall,"",England,201300,40930,50.2349042272139,-4.78761701530411,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-28400,Porthluney,28400,1988,"",Cornwall,"",England,197340,41290,50.2367931235688,-4.84326651369793,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-32100,Crantock,32100,1988,"",Cornwall,"",England,178460,60980,50.4068339291915,-5.11918706120216,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-32150,Fistral South,32150,2018,"",Cornwall,"",England,179750,61743,50.4141638052486,-5.10149764441901,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32200,Fistral North,32200,1988,"",Cornwall,"",England,179980,62130,50.4177321832166,-5.09850302983969,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32300,Towan,32300,1988,"",Cornwall,"",England,180977,61791,50.4182930793456,-5.08417872138159,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32310,Great Western,32310,1996,"",Cornwall,"",England,181530,61870,50.415976061967,-5.07656644368544,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32320,Tolcarne,32320,1996,"",Cornwall,"",England,181760,62050,50.4176780168458,-5.07343859800726,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32330,Lusty Glaze,32330,1996,"",Cornwall,"",England,182380,62480,50.4217696277222,-5.06497385525916,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32340,Porth,32340,1996,"",Cornwall,"",England,182960,62780,50.4246784173834,-5.05699471231187,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk3106-32400,Watergate Bay,32400,1988,"",Cornwall,"",England,184070,64860,50.4437670324647,-5.04258913278166,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk3106-32500,Mawgan Porth,32500,1988,"",Cornwall,"",England,184830,67470,50.4674853014895,-5.03340112417438,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4100-26400,Plymouth Hoe East,26400,1988,"",City of Plymouth,"",England,247830,53750,50.36393709632,-4.14087672941162,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4100-26500,Plymouth Hoe West,26500,1988,"",City of Plymouth,"",England,247500,53770,50.3640313505814,-4.14552119217669,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4100-26510,Plymouth Firestone Bay,26510,2023,"",City of Plymouth,"",England,246373,53436,50.360729,-4.161208,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4200-23400,Babbacombe,23400,1988,"",Torbay,"",England,293000,65450,50.4790773297118,-3.50940906870732,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4200-23501,Anstey's Cove (Torquay),23501,2004,"",Torbay,"",England,293574,64634,50.4718461526252,-3.50108973053771,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4200-23700,Beacon Cove,23700,1988,"",Torbay,"",England,291950,63070,50.4574885725162,-3.52351410410433,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4200-24300,Broadsands,24300,1988,"",Torbay,"",England,289642,57393,50.4060232848898,-3.5543427608734,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4200-24500,Breakwater Beach (Shoalstone),24500,1988,"",Torbay,"",England,293170,56660,50.4000863050536,-3.50450585727642,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4301-21600,Seaton (Devon),21600,1988,"",East Devon,"",England,324500,89850,50.7033764462276,-3.07051758079577,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4301-21700,Beer,21700,1988,"",East Devon,"",England,323121,89111,50.6965510583491,-3.08988755469152,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4301-21800,Sidmouth Town,21800,1988,"",East Devon,"",England,312267,87019,50.6761962719193,-3.24302255326324,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4301-21900,Sidmouth Jacobs Ladder,21900,1988,"",East Devon,"",England,311920,86921,50.6752708713685,-3.24791989088234,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4301-22000,Ladram Bay,22000,1988,"",East Devon,"",England,309653,85106,50.6586051443979,-3.27955125815206,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4301-22100,Budleigh Salterton,22100,1988,"",East Devon,"",England,306860,81900,50.6293413385572,-3.31824703910801,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4301-22200,Sandy Bay,22200,1988,"",East Devon,"",England,303300,79800,50.6098814242925,-3.36801763242127,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4301-22300,Exmouth,22300,1988,"",East Devon,"",England,300920,79980,50.6110998013266,-3.4016913116056,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4304-34000,Instow,34000,1988,2018,Instow,Devon,England,247170,130440,51.0529219112311,-4.18192398262648,2017-05-01,2017-09-30,true,South West Water Limited,"",""
ukk4304-34100,Saunton Sands,34100,1988,"",North Devon,Devon,England,244550,137600,51.1165533083077,-4.22235814569862,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4304-34200,Croyde Bay,34200,1988,"",North Devon,Devon,England,243470,139300,51.1315339064881,-4.2385145390611,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4304-34300,Putsborough,34300,1988,"",North Devon,Devon,England,244750,140850,51.1458097096823,-4.22090410376103,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4304-34400,Woolacombe Village,34400,1988,"",North Devon,Devon,England,245620,143700,51.1716532720556,-4.20969992434162,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4304-34410,"Combesgate Beach, Woolacombe",34410,1999,"",Mortehoe,Devon,England,245450,144440,51.1782564135866,-4.21244811030368,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4304-34450,Ilfracombe Tunnels Beach,34450,1990,"",North Devon,Devon,England,251508,147845,51.210459434379,-4.12725441460376,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4304-34500,Ilfracombe Wildersmouth,34500,1988,2020,North Devon,Devon,England,251909,147841,51.2105276899336,-4.12151613905344,2019-05-01,2019-09-30,true,South West Water Limited,"",""
ukk4304-34600,Ilfracombe Hele,34600,1988,"",North Devon,Devon,England,253602,147830,51.2108656669018,-4.0972915813212,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4304-34700,Combe Martin,34700,1988,"",Combe Martin,Devon,England,257720,147320,51.2073242902331,-4.03817464897342,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4304-34800,Lynmouth,34800,1988,"",North Devon,Devon,England,272713,149638,51.2316903847566,-3.82448058712367,2023-05-01,2023-09-30,true,South West Water Limited,"",""
ukk4305-24700,Dartmouth Castle and Sugary Cove,24700,1988,"",South Hams,Devon,England,288700,50300,50.3420804667083,-3.56549282824257,2023-05-01,2023-09-30,false,South West Water Limited,"",""
ukk4305-24800,Blackpool Sands,24800,1988,"",South Hams,Devon,England,285500,47850,50.3194415592079,-3.60970013678095,2023-05-01,2023-09-30,false,South West Water Limited,"",""
